"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 02 11:48:21 CST 2024","Tue Apr 02 11:48:21 CST 2024","194","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，sex为空，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"failed","Tue Apr 02 11:48:27 CST 2024","Tue Apr 02 11:48:27 CST 2024","81","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，email为空，其他数据正常，修改成功","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:36 CST 2024","Tue Apr 02 11:48:36 CST 2024","50","test_case","test_ryvue","TestRyvue","","","验证【用户管理】查询用户，userName有敏感词，其他数据正常，查询成功","actual_data:{'total': 1, 'rows': [{'createBy': 'admin', 'createTime': '2024-04-02 11:48:07', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 118, 'deptId': None, 'userName': '毛泽东', 'nickName': 'userManagement_009', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}], 'code': 200, 'msg': '查询成功'}"
"passed","Tue Apr 02 11:48:19 CST 2024","Tue Apr 02 11:48:19 CST 2024","196","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，postlds为1，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"passed","Tue Apr 02 11:48:38 CST 2024","Tue Apr 02 11:48:38 CST 2024","46","test_case","test_ryvue","TestRyvue","","","验证【用户管理】查询用户，params[endTime]为空，其他数据正常，查询成功","actual_data:{'total': 88, 'rows': [{'createBy': 'admin', 'createTime': '2024-04-01 19:28:14', 'updateBy': None, 'updateTime': None, 'remark': '管理员', 'userId': 1, 'deptId': 103, 'userName': 'admin', 'nickName': '若依', 'email': 'ry@163.com', 'phonenumber': '15888888888', 'sex': '1', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '110.191.179.157', 'loginDate': '2024-04-02T11:48:05.000+08:00', 'dept': {'createBy': None, 'createTime': None, 'updateBy': None, 'updateTime': None, 'remark': None, 'deptId': 103, 'parentId': None, 'ancestors': None, 'deptName': '研发部门', 'orderNum': None, 'leader': '若依', 'phone': None, 'email': None, 'status': None, 'delFlag': None, 'parentName': None, 'children': []}, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': True}, {'createBy': 'admin', 'createTime': '2024-04-02 11:42:47', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 100, 'deptId': None, 'userName': 'add_user_001', 'nickName': 'add_user_001', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:42:53', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 101, 'deptId': None, 'userName': 'add_user_003', 'nickName': 'a', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:42:57', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 102, 'deptId': None, 'userName': 'add_user_004', 'nickName': 'ad', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:00', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 103, 'deptId': None, 'userName': 'add_user_005', 'nickName': 'add_user_005add_user_005add_u', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:04', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 104, 'deptId': None, 'userName': 'add_user_006', 'nickName': 'add_user_006add_user_006add_us', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:07', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 105, 'deptId': None, 'userName': 'add_user_007', 'nickName': 'add_user_007add_user_007add_us', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:10', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 106, 'deptId': None, 'userName': 'add_user_008', 'nickName': 'test', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:14', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 107, 'deptId': None, 'userName': 'add_user_009', 'nickName': 'TEST', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:17', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 108, 'deptId': None, 'userName': 'add_user_010', 'nickName': '~@#$^&*()_+{}|', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}], 'code': 200, 'msg': '查询成功'}"
"failed","Tue Apr 02 11:48:31 CST 2024","Tue Apr 02 11:48:31 CST 2024","82","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，rolelds为3，其他数据正常，修改失败","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:46 CST 2024","Tue Apr 02 11:48:46 CST 2024","117","test_case","test_ryvue","TestRyvue","","","验证【菜单管理】添加菜单，路由地址path为空，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"failed","Tue Apr 02 11:48:31 CST 2024","Tue Apr 02 11:48:31 CST 2024","80","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，postlds为3，其他数据正常，修改成功","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:36 CST 2024","Tue Apr 02 11:48:36 CST 2024","50","test_case","test_ryvue","TestRyvue","","","验证【用户管理】查询用户，userName含有特殊字符，其他数据正常，查询成功","actual_data:{'total': 1, 'rows': [{'createBy': 'admin', 'createTime': '2024-04-02 11:48:07', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 117, 'deptId': None, 'userName': '~@#$^&*()_+{}|', 'nickName': 'userManagement_008', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}], 'code': 200, 'msg': '查询成功'}"
"passed","Tue Apr 02 11:48:11 CST 2024","Tue Apr 02 11:48:11 CST 2024","114","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，email点结尾，其他数据正常，添加失败","actual_data:{'msg': '邮箱格式不正确', 'code': 500}"
"failed","Tue Apr 02 11:48:28 CST 2024","Tue Apr 02 11:48:28 CST 2024","81","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，password为16位字符，其他数据正常，修改成功","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:07 CST 2024","Tue Apr 02 11:48:07 CST 2024","82","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，userName重复，其他数据正常，添加失败","actual_data:{'msg': ""新增用户'ry'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:05 CST 2024","Tue Apr 02 11:48:05 CST 2024","45","test_case","test_ryvue","TestRyvue","","","验证输入过短的用户名正确的密码，登录失败，并提示账号或密码错误","actual_data:{'msg': '用户不存在/密码错误', 'code': 500}"
"failed","Tue Apr 02 11:48:27 CST 2024","Tue Apr 02 11:48:28 CST 2024","80","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，email汉字，其他数据正常，修改失败","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:38 CST 2024","Tue Apr 02 11:48:38 CST 2024","47","test_case","test_ryvue","TestRyvue","","","验证【用户管理】查询用户，postlds为5，其他数据正常，查询失败","actual_data:{'total': 88, 'rows': [{'createBy': 'admin', 'createTime': '2024-04-01 19:28:14', 'updateBy': None, 'updateTime': None, 'remark': '管理员', 'userId': 1, 'deptId': 103, 'userName': 'admin', 'nickName': '若依', 'email': 'ry@163.com', 'phonenumber': '15888888888', 'sex': '1', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '110.191.179.157', 'loginDate': '2024-04-02T11:48:05.000+08:00', 'dept': {'createBy': None, 'createTime': None, 'updateBy': None, 'updateTime': None, 'remark': None, 'deptId': 103, 'parentId': None, 'ancestors': None, 'deptName': '研发部门', 'orderNum': None, 'leader': '若依', 'phone': None, 'email': None, 'status': None, 'delFlag': None, 'parentName': None, 'children': []}, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': True}, {'createBy': 'admin', 'createTime': '2024-04-02 11:42:47', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 100, 'deptId': None, 'userName': 'add_user_001', 'nickName': 'add_user_001', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:42:53', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 101, 'deptId': None, 'userName': 'add_user_003', 'nickName': 'a', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:42:57', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 102, 'deptId': None, 'userName': 'add_user_004', 'nickName': 'ad', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:00', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 103, 'deptId': None, 'userName': 'add_user_005', 'nickName': 'add_user_005add_user_005add_u', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:04', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 104, 'deptId': None, 'userName': 'add_user_006', 'nickName': 'add_user_006add_user_006add_us', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:07', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 105, 'deptId': None, 'userName': 'add_user_007', 'nickName': 'add_user_007add_user_007add_us', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:10', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 106, 'deptId': None, 'userName': 'add_user_008', 'nickName': 'test', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:14', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 107, 'deptId': None, 'userName': 'add_user_009', 'nickName': 'TEST', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:17', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 108, 'deptId': None, 'userName': 'add_user_010', 'nickName': '~@#$^&*()_+{}|', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}], 'code': 200, 'msg': '查询成功'}"
"passed","Tue Apr 02 11:48:38 CST 2024","Tue Apr 02 11:48:38 CST 2024","50","test_case","test_ryvue","TestRyvue","","","验证【用户管理】查询用户，params[endTime]符合时间格式且起始时间小于结束时间，其他数据正常，查询成功","actual_data:{'total': 1, 'rows': [{'createBy': 'admin', 'createTime': '2024-04-01 19:28:14', 'updateBy': None, 'updateTime': None, 'remark': '管理员', 'userId': 1, 'deptId': 103, 'userName': 'admin', 'nickName': '若依', 'email': 'ry@163.com', 'phonenumber': '15888888888', 'sex': '1', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '110.191.179.157', 'loginDate': '2024-04-02T11:48:05.000+08:00', 'dept': {'createBy': None, 'createTime': None, 'updateBy': None, 'updateTime': None, 'remark': None, 'deptId': 103, 'parentId': None, 'ancestors': None, 'deptName': '研发部门', 'orderNum': None, 'leader': '若依', 'phone': None, 'email': None, 'status': None, 'delFlag': None, 'parentName': None, 'children': []}, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': True}], 'code': 200, 'msg': '查询成功'}"
"passed","Tue Apr 02 11:48:41 CST 2024","Tue Apr 02 11:48:41 CST 2024","114","test_case","test_ryvue","TestRyvue","","","验证【角色管理】添加角色，角色顺序roleSort为空，其他数据正常，添加失败","actual_data:{'msg': '显示顺序不能为空', 'code': 500}"
"failed","Tue Apr 02 11:48:25 CST 2024","Tue Apr 02 11:48:25 CST 2024","92","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，userName长度为1个字符，其他数据正常，修改失败","actual_data:{'msg': '操作失败', 'code': 500}"
"failed","Tue Apr 02 11:48:32 CST 2024","Tue Apr 02 11:48:32 CST 2024","79","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，status为2，其他数据正常，修改成功","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:22 CST 2024","Tue Apr 02 11:48:22 CST 2024","199","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，status为2，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"failed","Tue Apr 02 11:48:12 CST 2024","Tue Apr 02 11:48:12 CST 2024","196","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，email汉字，其他数据正常，添加失败","actual_data:{'msg': '操作成功', 'code': 200}"
"passed","Tue Apr 02 11:48:06 CST 2024","Tue Apr 02 11:48:06 CST 2024","203","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，userName长度为30个字符，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"passed","Tue Apr 02 11:48:34 CST 2024","Tue Apr 02 11:48:34 CST 2024","51","test_case","test_ryvue","TestRyvue","","","验证【用户管理】查询用户，pageNum为特殊符号，其他数据正常，查询失败","actual_data:{'total': 0, 'rows': [], 'code': 200, 'msg': '查询成功'}"
"passed","Tue Apr 02 11:48:45 CST 2024","Tue Apr 02 11:48:45 CST 2024","116","test_case","test_ryvue","TestRyvue","","","验证【菜单管理】添加菜单，路由地址path为正确的地址格式，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
"passed","Tue Apr 02 11:48:37 CST 2024","Tue Apr 02 11:48:37 CST 2024","49","test_case","test_ryvue","TestRyvue","","","验证【用户管理】查询用户，phonenumber以17开头的11位纯数字，其他数据正常，查询成功","actual_data:{'total': 1, 'rows': [{'createBy': 'admin', 'createTime': '2024-04-02 11:48:15', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 148, 'deptId': None, 'userName': 'userManagement_048', 'nickName': 'userManagement_048', 'email': '', 'phonenumber': '17502502921', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}], 'code': 200, 'msg': '查询成功'}"
"failed","Tue Apr 02 11:48:26 CST 2024","Tue Apr 02 11:48:26 CST 2024","81","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，deptld为107，其他数据正常，修改成功","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:27 CST 2024","Tue Apr 02 11:48:27 CST 2024","79","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，email无@有点，其他数据正常，修改失败","actual_data:{'msg': '邮箱格式不正确', 'code': 500}"
"passed","Tue Apr 02 11:48:38 CST 2024","Tue Apr 02 11:48:38 CST 2024","48","test_case","test_ryvue","TestRyvue","","","验证【用户管理】查询用户，params[endTime]符合时间格式且无起始时间只有结束时间，其他数据正常，查询成功","actual_data:{'total': 88, 'rows': [{'createBy': 'admin', 'createTime': '2024-04-01 19:28:14', 'updateBy': None, 'updateTime': None, 'remark': '管理员', 'userId': 1, 'deptId': 103, 'userName': 'admin', 'nickName': '若依', 'email': 'ry@163.com', 'phonenumber': '15888888888', 'sex': '1', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '110.191.179.157', 'loginDate': '2024-04-02T11:48:05.000+08:00', 'dept': {'createBy': None, 'createTime': None, 'updateBy': None, 'updateTime': None, 'remark': None, 'deptId': 103, 'parentId': None, 'ancestors': None, 'deptName': '研发部门', 'orderNum': None, 'leader': '若依', 'phone': None, 'email': None, 'status': None, 'delFlag': None, 'parentName': None, 'children': []}, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': True}, {'createBy': 'admin', 'createTime': '2024-04-02 11:42:47', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 100, 'deptId': None, 'userName': 'add_user_001', 'nickName': 'add_user_001', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:42:53', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 101, 'deptId': None, 'userName': 'add_user_003', 'nickName': 'a', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:42:57', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 102, 'deptId': None, 'userName': 'add_user_004', 'nickName': 'ad', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:00', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 103, 'deptId': None, 'userName': 'add_user_005', 'nickName': 'add_user_005add_user_005add_u', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:04', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 104, 'deptId': None, 'userName': 'add_user_006', 'nickName': 'add_user_006add_user_006add_us', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:07', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 105, 'deptId': None, 'userName': 'add_user_007', 'nickName': 'add_user_007add_user_007add_us', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:10', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 106, 'deptId': None, 'userName': 'add_user_008', 'nickName': 'test', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:14', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 107, 'deptId': None, 'userName': 'add_user_009', 'nickName': 'TEST', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}, {'createBy': 'admin', 'createTime': '2024-04-02 11:43:17', 'updateBy': None, 'updateTime': None, 'remark': None, 'userId': 108, 'deptId': None, 'userName': 'add_user_010', 'nickName': '~@#$^&*()_+{}|', 'email': '', 'phonenumber': '', 'sex': '0', 'avatar': '', 'password': None, 'status': '0', 'delFlag': '0', 'loginIp': '', 'loginDate': None, 'dept': None, 'roles': [], 'roleIds': None, 'postIds': None, 'roleId': None, 'admin': False}], 'code': 200, 'msg': '查询成功'}"
"failed","Tue Apr 02 11:48:26 CST 2024","Tue Apr 02 11:48:26 CST 2024","80","test_case","test_ryvue","TestRyvue","","","验证【用户管理】修改用户，deptld为108，其他数据正常，修改成功","actual_data:{'msg': ""修改用户'test'失败，登录账号已存在"", 'code': 500}"
"passed","Tue Apr 02 11:48:12 CST 2024","Tue Apr 02 11:48:13 CST 2024","197","test_case","test_ryvue","TestRyvue","","","验证【用户管理】添加用户，email长度为50个字符，其他数据正常，添加成功","actual_data:{'msg': '操作成功', 'code': 200}"
